證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16,date
1338,廣華-KY,"394,055",292,"22,938,626",58.50,58.80,58.00,58.00,-,0.3,58.00,46,58.10,5,20.49,,2020-12-02
1339,昭輝,"141,000",111,"6,071,300",42.95,43.40,42.65,42.75,-,0.1,42.75,2,42.90,1,28.12,,2020-12-02
1340,勝悅-KY,"491,128",391,"6,596,701",13.60,13.60,13.30,13.45,-,0.15,13.40,90,13.45,1,0.00,,2020-12-02
1341,富林-KY,"10,023",6,"588,246",58.60,58.70,58.60,58.70,+,0.3,58.40,6,58.70,11,10.65,,2020-12-02
1342,八貫,"178,796",141,"11,250,254",62.50,63.50,62.50,62.50,+,0.3,62.50,15,62.70,8,21.26,,2020-12-02
1402,遠東新,"6,909,035","1,956","189,236,653",27.35,27.50,27.25,27.40,-,0.1,27.35,284,27.40,63,16.41,,2020-12-02
1409,新纖,"17,271,167","3,478","216,696,200",12.40,12.70,12.30,12.50,+,0.1,12.50,609,12.55,166,8.28,,2020-12-02
1410,南染,"24,127",24,"814,315",33.50,33.95,33.50,33.75,+,0.3,33.55,2,33.95,2,39.71,,2020-12-02
1413,宏洲,"38,511",19,"332,097",8.64,8.64,8.61,8.61,-,0.03,8.61,6,8.64,1,0.00,,2020-12-02
1414,東和,"6,426,884","2,325","93,030,455",15.15,15.15,14.10,14.15,-,1.0,14.15,78,14.20,1,32.16,,2020-12-02
1416,廣豐,"237,144",203,"2,823,210",12.00,12.00,11.85,11.85,-,0.1,11.85,27,11.95,20,0.00,,2020-12-02
1417,嘉裕,"1,104,126",338,"12,644,104",11.70,11.70,11.35,11.35,-,0.25,11.35,125,11.40,3,40.54,,2020-12-02
1418,東華,"3,127",3,"22,579",7.16,7.39,7.16,7.39,+,0.23,7.16,8,7.40,2,0.00,,2020-12-02
1419,新紡,"30,336",30,"1,272,365",42.15,42.20,41.60,41.70,-,0.45,41.65,3,42.20,1,38.26,,2020-12-02
1423,利華,"178,501",58,"2,753,865",15.55,15.55,15.35,15.45,-,0.05,15.35,16,15.50,11,0.00,,2020-12-02
1432,大魯閣,"276,231",192,"4,643,629",17.00,17.05,16.70,16.70,-,0.3,16.70,7,16.80,5,0.00,,2020-12-02
1434,福懋,"5,047,482","2,713","156,621,988",31.15,31.25,30.90,30.95,-,0.1,30.90,86,30.95,112,14.00,,2020-12-02
1435,中福,"300,727",182,"5,759,782",19.25,19.30,19.00,19.20,-,0.05,19.15,2,19.20,1,0.00,,2020-12-02
1436,華友聯,"149,125",78,"5,946,186",39.85,40.00,39.75,39.90,+,0.25,39.80,4,39.90,2,8.69,,2020-12-02
1437,勤益控,"195,757",79,"4,786,821",24.50,24.50,24.40,24.50, ,0.0,24.35,20,24.50,44,16.90,,2020-12-02
1438,三地開發,"75,038",45,"945,969",12.70,12.70,12.50,12.50,-,0.2,12.50,9,12.65,3,26.60,,2020-12-02
1439,中和,"107,190",71,"3,059,202",28.75,28.80,28.40,28.70,-,0.05,28.65,1,28.70,2,65.23,,2020-12-02
1440,南紡,"10,126,547","2,333","145,972,100",14.70,14.75,14.30,14.35,-,0.2,14.35,17,14.40,127,84.41,,2020-12-02
1441,大東,"306,195",207,"2,534,724",8.27,8.34,8.20,8.31,+,0.05,8.31,5,8.34,3,0.00,,2020-12-02
1442,名軒,"379,008",153,"6,924,941",18.30,18.35,18.20,18.30, ,0.0,18.25,34,18.30,1,130.71,,2020-12-02
1443,立益,"425,727",150,"4,409,741",10.15,10.80,10.15,10.60,+,0.45,10.40,8,10.60,4,0.00,,2020-12-02
1444,力麗,"9,043,644","2,997","110,597,553",12.35,12.45,12.15,12.20,-,0.15,12.20,133,12.25,179,0.00,,2020-12-02
1445,大宇,"274,322",92,"2,952,644",10.85,10.85,10.65,10.70,-,0.15,10.65,12,10.70,11,0.00,,2020-12-02
1446,宏和,"93,007",66,"2,842,462",30.55,30.75,30.50,30.50,-,0.15,30.50,22,30.55,27,381.25,,2020-12-02
1447,力鵬,"4,120,979","1,013","33,781,863",8.21,8.25,8.14,8.21,+,0.06,8.20,14,8.21,81,0.00,,2020-12-02
1449,佳和,"261,403",258,"7,875,715",30.15,30.45,29.90,30.10,-,0.1,30.10,1,30.20,7,0.00,,2020-12-02
1451,年興,"182,887",170,"3,105,765",17.00,17.10,16.90,17.00, ,0.0,16.90,13,17.00,10,0.00,,2020-12-02
1452,宏益,"285,432",148,"4,764,581",16.80,16.90,16.60,16.70,-,0.1,16.65,4,16.70,11,30.93,,2020-12-02
1453,大將,"134,481",51,"1,167,696",8.67,8.74,8.64,8.70,+,0.03,8.69,15,8.70,9,0.00,,2020-12-02
1454,台富,"87,899",50,"728,465",8.34,8.34,8.25,8.27,-,0.05,8.27,1,8.29,2,0.00,,2020-12-02
1455,集盛,"1,736,328",410,"16,139,331",9.27,9.34,9.26,9.29,+,0.02,9.29,777,9.30,175,0.00,,2020-12-02
1456,怡華,"3,314,734","1,998","69,771,115",20.95,21.45,20.30,21.45,+,1.95,21.40,74,21.45,9,0.00,,2020-12-02
1457,宜進,"595,428",259,"8,928,551",15.00,15.05,14.95,15.00, ,0.0,15.00,1,15.05,49,5.32,,2020-12-02
1459,聯發,"143,414",91,"1,207,843",8.49,8.52,8.35,8.41,-,0.09,8.39,3,8.41,3,0.00,,2020-12-02
1460,宏遠,"578,725",264,"5,483,375",9.46,9.50,9.45,9.45, ,0.0,9.45,157,9.47,2,0.00,,2020-12-02
1463,強盛,"101,914",107,"1,241,884",12.20,12.25,12.15,12.15, ,0.0,12.15,41,12.20,10,57.86,,2020-12-02
1464,得力,"510,915",309,"9,625,261",18.95,18.95,18.75,18.85,-,0.1,18.85,15,18.90,55,377.00,,2020-12-02
1465,偉全,"173,783",99,"2,268,319",13.00,13.10,13.00,13.05, ,0.0,13.00,37,13.05,33,0.00,,2020-12-02
1466,聚隆,"2,618,005","1,197","44,675,937",17.75,17.75,16.70,16.95,-,0.8,16.90,13,16.95,42,0.00,,2020-12-02
1467,南緯,"2,010,265",829,"37,124,780",18.70,18.85,18.30,18.30,-,0.3,18.30,43,18.35,1,0.00,,2020-12-02
1468,昶和,"63,000",37,"765,150",12.10,12.35,12.00,12.30,+,0.05,12.20,10,12.30,2,41.00,,2020-12-02
1470,大統新創,0,0,0,--,--,--,--, ,0.0,17.75,1,18.10,1,48.78,,2020-12-02
1471,首利,"372,183",163,"2,194,873",5.90,6.00,5.85,5.91,-,0.01,5.90,4,5.91,10,3.46,,2020-12-02
1472,三洋紡,"122,500",38,"1,224,780",10.00,10.05,9.97,10.00,-,0.05,9.97,5,10.00,5,0.00,,2020-12-02
1473,台南,"235,879",200,"4,260,276",18.10,18.10,18.00,18.10, ,0.0,18.05,3,18.10,48,0.00,,2020-12-02
1474,弘裕,"1,545,371",646,"19,678,246",13.00,13.00,12.60,12.65,-,0.35,12.65,8,12.70,27,14.88,,2020-12-02
1475,業旺,"1,049",2,"24,819",23.70,23.70,23.70,23.70, ,0.0,22.55,1,24.50,1,0.00,,2020-12-02
1476,儒鴻,"959,523",840,"379,641,125",399.50,400.50,392.50,393.00,-,6.5,393.00,40,393.50,7,28.40,,2020-12-02
1477,聚陽,"1,615,028","1,039","302,964,208",187.00,189.50,186.00,186.00,-,1.0,186.00,134,186.50,5,20.51,,2020-12-02
1503,士電,"212,923",205,"10,531,775",49.85,49.95,49.35,49.40,-,0.45,49.40,12,49.50,2,15.34,,2020-12-02
1504,東元,"5,900,427","2,884","172,740,134",29.50,29.60,29.10,29.15,-,0.4,29.15,80,29.20,7,16.85,,2020-12-02
1506,正道,"1,634,119",517,"18,295,184",10.45,11.35,10.45,11.35,+,1.0,11.35,239,--,0,0.00,,2020-12-02
1507,永大,"267,811",188,"16,136,396",61.20,61.20,59.90,60.10,-,1.0,59.90,8,60.10,9,20.72,,2020-12-02
1512,瑞利,"177,200",37,"752,920",4.33,4.33,4.17,4.20,-,0.14,4.18,5,4.20,2,0.00,,2020-12-02
1513,中興電,"18,364,456","8,963","1,061,485,237",58.00,58.90,57.20,57.40,-,0.6,57.40,243,57.50,16,28.28,,2020-12-02
1514,亞力,"2,050,297","1,094","56,442,389",27.30,27.90,27.25,27.30,+,0.05,27.30,41,27.35,7,17.28,,2020-12-02
1515,力山,"949,571",656,"72,762,206",77.30,77.50,76.30,76.40,-,0.6,76.40,93,76.50,5,21.16,,2020-12-02
1516,川飛,"108,517",63,"2,216,291",20.55,20.55,20.25,20.45,+,0.1,20.45,4,20.50,6,24.94,,2020-12-02
1517,利奇,"5,709,890","2,377","82,957,216",15.00,15.10,14.35,14.35,-,0.65,14.35,78,14.40,6,95.67,,2020-12-02
1519,華城,"11,899,067","7,322","658,675,996",55.00,57.40,53.80,53.90,+,0.3,53.90,139,54.00,12,28.22,,2020-12-02
1521,大億,"39,270",33,"2,202,574",56.50,56.50,55.50,56.30,+,0.1,56.10,2,56.20,1,28.72,,2020-12-02
1522,堤維西,"291,293",184,"6,326,122",21.75,21.80,21.65,21.65,-,0.15,21.65,25,21.70,3,26.73,,2020-12-02
1524,耿鼎,"262,449",146,"2,597,607",9.97,9.98,9.86,9.89,-,0.05,9.88,14,9.89,2,24.72,,2020-12-02
1525,江申,"194,201",160,"13,400,425",69.70,70.00,68.60,68.70,-,1.0,68.70,5,68.80,6,17.26,,2020-12-02
1526,日馳,"1,692,530","1,066","87,322,478",51.00,52.10,50.80,51.90,+,1.2,51.80,5,51.90,21,17.96,,2020-12-02
1527,鑽全,"305,723",229,"13,121,270",43.20,43.30,42.70,42.80,-,0.2,42.80,9,42.90,2,26.58,,2020-12-02
1528,恩德,"1,925,219",634,"16,384,446",8.33,8.63,8.33,8.50,+,0.17,8.50,14,8.54,27,0.00,,2020-12-02
1529,樂士,"491,918",236,"8,557,846",17.30,17.60,17.20,17.20, ,0.0,17.20,5,17.50,5,18.70,,2020-12-02
1530,亞崴,"65,803",96,"1,999,045",30.50,30.50,30.25,30.35,-,0.15,30.30,3,30.50,2,8.50,,2020-12-02
1531,高林股,"213,859",178,"2,637,333",12.30,12.40,12.25,12.35,-,0.05,12.30,27,12.40,31,0.00,,2020-12-02
1532,勤美,"1,221,645",495,"41,552,856",34.20,34.70,33.85,33.85,-,0.6,33.85,7,33.90,1,53.73,,2020-12-02
1533,車王電,"159,200",127,"5,340,079",33.80,33.90,33.35,33.40,-,0.1,33.35,20,33.45,3,56.61,,2020-12-02
1535,中宇,"47,002",40,"1,599,717",34.50,34.50,33.85,33.95,-,0.55,33.90,5,33.95,1,24.78,,2020-12-02
1536,和大,"2,528,050","1,869","248,638,646",97.00,99.80,96.90,97.60,+,0.7,97.60,27,97.70,1,99.59,,2020-12-02
1537,廣隆,"268,260",199,"38,266,931",141.50,143.50,141.50,143.00,+,1.5,143.00,12,143.50,3,13.18,,2020-12-02
1538,正峰,"7,363",19,"54,105",7.31,7.49,7.30,7.49,-,0.01,7.30,3,7.49,49,0.00,,2020-12-02
1539,巨庭,"150,000",73,"2,995,400",20.40,20.40,19.85,19.95,-,0.05,19.90,9,19.95,13,0.00,,2020-12-02
1540,喬福,"132,011",66,"1,992,916",15.15,15.15,15.00,15.10, ,0.0,15.10,92,15.15,16,0.00,,2020-12-02
1541,錩泰,"76,055",57,"3,996,360",52.10,53.00,52.10,52.70,+,0.8,52.70,1,52.80,2,10.84,,2020-12-02
1558,伸興,"46,751",60,"6,494,057",139.00,139.50,138.50,138.50,-,0.5,138.50,54,139.00,4,11.43,,2020-12-02
1560,中砂,"728,293",472,"45,345,492",62.90,63.20,61.60,62.10,-,0.5,62.10,7,62.20,3,15.76,,2020-12-02
1568,倉佑,"2,060,353","1,025","50,068,274",24.85,25.10,23.90,24.50,-,0.35,24.45,15,24.50,14,350.00,,2020-12-02
1582,信錦,"387,471",285,"33,454,977",86.90,86.90,86.10,86.40,+,0.3,86.30,7,86.40,1,10.75,,2020-12-02
1583,程泰,"11,142",14,"667,090",60.00,60.00,59.80,59.80,-,0.8,59.80,1,60.40,1,14.99,,2020-12-02
1587,吉茂,"1,658,436",914,"46,488,367",27.95,28.25,27.85,27.85,+,0.1,27.85,9,27.95,2,13.20,,2020-12-02
1589,永冠-KY,"2,700,356","1,915","235,032,893",88.80,89.00,86.30,86.30,-,2.1,86.30,21,86.40,12,19.98,,2020-12-02
1590,亞德客-KY,"877,781",822,"724,346,097",842.00,842.00,816.00,818.00,-,32.0,818.00,1,819.00,3,37.78,,2020-12-02
1592,英瑞-KY,"441,000",169,"4,105,120",9.39,9.39,9.20,9.34,-,0.06,9.32,2,9.34,1,0.00,,2020-12-02
1598,岱宇,"4,743,290","3,056","546,786,773",119.00,119.50,112.00,116.00,-,3.0,116.00,41,116.50,32,20.83,,2020-12-02
1603,華電,"58,867",45,"1,665,134",28.10,28.45,28.10,28.20,-,0.1,28.20,2,28.30,3,11.33,,2020-12-02
1604,聲寶,"1,644,977",602,"43,251,686",26.35,26.40,26.20,26.35,-,0.05,26.35,7,26.40,39,5.72,,2020-12-02
1605,華新,"16,523,461","4,237","317,902,961",19.20,19.55,19.00,19.00,-,0.2,19.00,298,19.05,18,10.67,,2020-12-02
1608,華榮,"5,713,192","1,674","68,643,786",12.35,12.35,11.80,12.00,-,0.3,12.00,6,12.05,263,12.63,,2020-12-02
1609,大亞,"13,263,834","5,115","274,144,874",20.85,21.10,20.50,20.60,-,0.25,20.60,41,20.65,97,15.04,,2020-12-02
1611,中電,"2,010,760",724,"23,802,739",11.80,12.00,11.70,11.95,+,0.3,11.90,20,11.95,17,4.78,,2020-12-02
1612,宏泰,"3,386,555","1,311","60,751,542",18.15,18.25,17.80,17.90,-,0.25,17.85,360,17.90,29,14.32,,2020-12-02
1614,三洋電,"1,048,737",437,"40,787,688",38.70,39.45,38.35,39.45,+,0.75,39.40,34,39.45,3,27.02,,2020-12-02
1615,大山,"141,000",101,"3,381,945",24.10,24.10,23.95,24.00, ,0.0,23.95,11,24.05,7,9.52,,2020-12-02
1616,億泰,"865,274",268,"5,461,486",6.36,6.50,6.25,6.29,-,0.07,6.26,4,6.29,8,0.00,,2020-12-02
1617,榮星,"66,543",49,"961,744",14.60,14.60,14.40,14.40,-,0.2,14.40,11,14.45,11,14.85,,2020-12-02
1618,合機,"4,288,228","1,498","56,647,810",13.40,13.75,13.00,13.10,-,0.2,13.10,59,13.15,29,13.10,,2020-12-02
1626,艾美特-KY,"173,675",101,"4,416,019",25.90,25.90,25.25,25.25,-,0.75,25.25,2,25.35,1,33.67,,2020-12-02
1701,中化,"1,146,794",440,"26,740,457",23.45,23.50,23.20,23.30,-,0.1,23.25,73,23.30,39,13.02,,2020-12-02
1702,南僑,"594,980",480,"26,648,725",45.15,45.15,44.60,44.70,-,0.4,44.70,2,44.80,2,11.26,,2020-12-02
1707,葡萄王,"634,504",587,"112,360,825",176.50,178.50,176.00,177.00,+,0.5,176.50,18,177.00,4,18.85,,2020-12-02
1708,東鹼,"301,054",173,"6,785,853",22.60,22.60,22.45,22.60, ,0.0,22.55,1,22.60,29,29.74,,2020-12-02
1709,和益,"471,717",230,"6,933,701",14.75,14.80,14.60,14.75, ,0.0,14.70,6,14.75,62,15.86,,2020-12-02
1710,東聯,"1,975,981",655,"34,793,840",17.70,17.75,17.55,17.55,-,0.15,17.55,114,17.60,21,0.00,,2020-12-02
1711,永光,"1,278,931",589,"21,560,865",17.10,17.10,16.75,16.80,-,0.2,16.80,62,16.85,28,52.50,,2020-12-02
1712,興農,"677,380",343,"13,987,698",20.80,20.80,20.60,20.60,-,0.2,20.60,152,20.65,2,11.32,,2020-12-02
1713,國化,"160,540",53,"2,951,548",18.30,18.50,18.20,18.45,-,0.05,18.35,38,18.50,26,38.44,,2020-12-02
1714,和桐,"3,661,535",831,"37,275,686",10.25,10.25,10.10,10.15,-,0.05,10.15,2,10.20,205,5.70,,2020-12-02
1717,長興,"3,150,195","1,367","109,173,717",34.90,34.90,34.45,34.65,-,0.25,34.65,60,34.70,22,18.63,,2020-12-02
1718,中纖,"8,364,486","2,274","77,561,005",9.40,9.40,9.21,9.28,-,0.09,9.28,12,9.29,157,7.25,,2020-12-02
1720,生達,"533,724",372,"20,564,892",38.85,38.90,38.40,38.40,-,0.45,38.40,7,38.45,4,14.88,,2020-12-02
1721,三晃,"380,397",120,"4,078,459",10.85,10.85,10.70,10.70,-,0.05,10.70,39,10.75,31,4.08,,2020-12-02
1722,台肥,"1,739,746",678,"92,464,486",53.20,53.40,53.00,53.10, ,0.0,53.00,103,53.10,14,19.96,,2020-12-02
1723,中碳,"724,422",387,"72,980,271",101.50,101.50,100.00,101.00,-,0.5,100.50,43,101.00,14,35.44,,2020-12-02
1724,台硝,"120,375",98,"1,544,060",12.85,12.90,12.75,12.85, ,0.0,12.80,1,12.85,38,49.42,,2020-12-02
1725,元禎,"59,000",34,"880,450",15.10,15.10,14.90,14.95,-,0.15,14.95,11,15.00,7,16.43,,2020-12-02
1726,永記,"14,777",17,"1,061,842",71.70,72.00,71.70,72.00, ,0.0,71.70,1,72.10,1,14.15,,2020-12-02
1727,中華化,"126,258",116,"1,401,100",11.05,11.25,11.00,11.15,+,0.05,11.15,1,11.20,18,0.00,,2020-12-02
1730,花仙子,"55,921",54,"4,002,319",71.80,71.80,71.50,71.50,-,0.3,71.50,9,71.60,3,12.59,,2020-12-02
1731,美吾華,"603,801",319,"10,295,549",17.15,17.20,16.95,17.05,-,0.1,17.05,11,17.10,24,14.57,,2020-12-02
1732,毛寶,"364,220",197,"7,810,256",21.70,21.70,21.30,21.50,-,0.2,21.45,6,21.50,4,26.22,,2020-12-02
1733,五鼎,"161,890",101,"4,060,592",25.20,25.20,25.00,25.05,-,0.35,25.05,9,25.10,5,17.40,,2020-12-02
1734,杏輝,"1,175,941",759,"37,224,675",32.00,32.00,31.55,31.60,-,0.25,31.55,10,31.60,16,87.78,,2020-12-02
1735,日勝化,"11,000",7,"189,300",17.20,17.25,17.20,17.25,+,0.05,17.25,1,17.30,5,37.50,,2020-12-02
1736,喬山,"3,288,326","2,320","276,309,438",83.10,85.20,82.50,85.20,+,2.2,85.10,26,85.20,18,28.78,,2020-12-02
1737,臺鹽,"539,786",240,"17,564,196",32.55,32.60,32.45,32.60,+,0.05,32.50,17,32.60,2,20.50,,2020-12-02
1760,寶齡富錦,"2,014,868","1,528","190,878,927",95.00,97.00,93.00,97.00,+,2.1,97.00,451,97.10,6,156.45,,2020-12-02
1762,中化生,"1,005,144",683,"63,125,101",63.20,63.50,62.50,62.60,-,0.8,62.60,56,62.70,3,10.33,,2020-12-02
1773,勝一,"194,325",145,"20,189,943",104.50,104.50,103.50,104.00, ,0.0,103.50,26,104.00,7,16.99,,2020-12-02
1776,展宇,"20,300",12,"324,164",16.05,16.05,15.95,16.00, ,0.0,15.90,2,16.00,3,29.09,,2020-12-02
1783,和康生,"148,050",84,"3,454,647",23.40,23.40,23.25,23.30,-,0.05,23.30,3,23.35,3,31.92,,2020-12-02
1786,科妍,"52,257",51,"3,370,530",64.40,64.90,64.30,64.70, ,0.0,64.70,1,64.80,2,29.82,,2020-12-02
1789,神隆,"1,129,122",566,"32,654,597",29.05,29.10,28.80,28.95,-,0.05,28.95,3,29.00,102,70.61,,2020-12-02
1795,美時,"749,427",593,"63,207,883",84.20,84.80,84.10,84.20,+,0.2,84.20,5,84.30,2,24.34,,2020-12-02
1802,台玻,"15,041,399","4,583","264,655,437",17.70,17.95,17.25,17.45,+,0.15,17.40,313,17.45,52,193.89,,2020-12-02
1805,寶徠,"99,108",49,"1,000,928",10.10,10.35,9.98,10.10,+,0.05,10.00,8,10.10,3,0.00,,2020-12-02
1806,冠軍,"1,448,879",415,"10,182,839",7.05,7.10,6.93,7.04,+,0.01,7.04,22,7.05,31,0.00,,2020-12-02
1808,潤隆,"247,024",106,"15,267,602",61.70,61.90,61.50,61.90,+,0.4,61.80,2,61.90,7,22.67,,2020-12-02
1809,中釉,"14,666,090","4,534","191,272,298",13.50,13.55,12.65,12.70,-,0.85,12.70,130,12.75,49,0.00,,2020-12-02
1810,和成,"2,840,530",763,"27,632,002",9.85,9.85,9.65,9.66,-,0.01,9.66,63,9.67,4,56.82,,2020-12-02
1817,凱撒衛,"100,080",54,"3,299,890",32.90,33.10,32.90,33.05,+,0.1,33.00,14,33.05,1,11.17,,2020-12-02
1903,士紙,"934,438",663,"55,463,862",60.40,60.40,58.60,59.00,-,1.4,59.00,16,59.20,3,0.00,,2020-12-02
1904,正隆,"5,512,010","2,173","174,683,885",31.90,32.05,31.60,31.65,-,0.3,31.65,74,31.70,7,10.34,,2020-12-02
1905,華紙,"3,602,103",935,"36,412,283",10.20,10.20,10.05,10.10,-,0.1,10.05,504,10.10,18,0.00,,2020-12-02
1906,寶隆,"584,200",200,"9,155,400",15.70,15.90,15.45,15.55,-,0.1,15.55,57,15.60,17,31.10,,2020-12-02
1907,永豐餘,"8,391,799","3,146","200,318,291",24.30,24.30,23.60,23.65,-,0.8,23.65,198,23.70,59,8.60,,2020-12-02
1909,榮成,"16,796,509","5,821","326,501,179",19.50,19.95,19.05,19.20,-,0.2,19.20,50,19.25,84,24.30,,2020-12-02
2002,中鋼,"29,925,979","7,932","694,751,816",23.10,23.35,23.00,23.30,+,0.2,23.25,"1,267",23.30,25,0.00,,2020-12-02
2002A,中鋼特,"18,576",20,"939,746",50.40,50.70,50.40,50.70, ,0.0,50.30,3,50.70,3,0.00,,2020-12-02
2006,東和鋼鐵,"7,576,043","3,517","251,310,317",33.75,33.75,33.00,33.20,-,0.65,33.15,13,33.20,44,13.78,,2020-12-02
2007,燁興,"2,521,846",918,"19,832,290",8.20,8.20,7.75,7.75,-,0.23,7.75,23,7.77,10,0.00,,2020-12-02
2008,高興昌,"78,335",41,"1,057,537",13.70,13.70,13.25,13.40,-,0.1,13.40,3,13.45,5,0.00,,2020-12-02
2009,第一銅,"15,940,910","6,774","273,898,956",17.75,17.75,16.50,17.10,-,0.5,17.10,58,17.15,23,570.00,,2020-12-02
2010,春源,"5,042,920","1,438","66,117,769",13.50,13.50,13.00,13.00,-,0.45,13.00,62,13.05,28,23.64,,2020-12-02
2012,春雨,"204,360",133,"3,590,696",17.65,17.80,17.50,17.50,-,0.15,17.50,27,17.55,2,24.31,,2020-12-02
2013,中鋼構,"1,158,322",623,"36,815,472",32.20,32.25,31.65,31.65,-,0.5,31.60,45,31.65,54,12.13,,2020-12-02
2014,中鴻,"12,356,758","3,139","146,867,896",11.95,12.05,11.80,11.80,-,0.1,11.80,516,11.85,163,0.00,,2020-12-02
2015,豐興,"322,106",201,"18,836,032",58.50,58.70,58.30,58.70,-,0.1,58.50,1,58.70,8,14.25,,2020-12-02
2017,官田鋼,"1,491,922",568,"14,664,334",10.05,10.10,9.65,9.74,-,0.26,9.73,18,9.74,2,0.00,,2020-12-02
2020,美亞,"713,066",285,"12,805,274",18.10,18.15,17.90,17.90,-,0.1,17.90,174,17.95,20,10.78,,2020-12-02
2022,聚亨,"1,583,186",581,"9,561,872",6.12,6.14,5.98,6.00,-,0.05,6.00,9,6.03,33,0.00,,2020-12-02
2023,燁輝,"13,512,436","3,916","159,850,729",12.25,12.25,11.65,11.75,-,0.25,11.75,131,11.80,166,0.00,,2020-12-02
2024,志聯,"276,245",81,"4,266,046",14.95,15.60,14.95,15.60,+,0.65,15.35,4,15.60,14,390.00,,2020-12-02
2025,千興,"612,000",139,"1,853,320",3.20,3.20,2.91,3.00,-,0.15,3.00,2,3.03,1,0.00,,2020-12-02
2027,大成鋼,"30,141,719","10,444","845,725,612",28.50,28.60,27.70,27.80,-,0.15,27.80,698,27.85,18,0.00,,2020-12-02
2028,威致,"3,218,578","1,525","53,833,939",17.50,17.50,16.25,16.45,-,1.25,16.45,78,16.50,9,15.52,,2020-12-02
2029,盛餘,"452,612",133,"8,983,677",19.90,20.10,19.75,19.90,-,0.05,19.85,6,19.90,9,199.00,,2020-12-02
2030,彰源,"1,037,269",423,"12,378,211",12.00,12.20,11.80,11.85,-,0.15,11.80,148,11.85,9,49.38,,2020-12-02
2031,新光鋼,"4,278,276","1,958","159,782,430",37.95,38.20,36.85,37.45,-,0.15,37.45,18,37.50,30,18.36,,2020-12-02
2032,新鋼,"2,523,304",906,"30,492,140",12.05,12.35,11.95,12.05,+,0.1,12.05,49,12.10,129,24.59,,2020-12-02
2033,佳大,"939,734",417,"10,903,548",11.70,11.85,11.45,11.45,-,0.3,11.45,2,11.50,31,20.09,,2020-12-02
2034,允強,"1,388,330",605,"35,050,316",25.50,25.55,25.10,25.20,-,0.1,25.20,10,25.25,2,23.33,,2020-12-02
2038,海光,"10,822,375","4,050","146,946,160",14.10,14.30,13.20,13.40,-,0.7,13.35,167,13.40,34,0.00,,2020-12-02
2049,上銀,"2,159,013","1,986","685,104,534",318.50,319.00,315.00,317.50,+,3.5,317.00,14,318.00,60,72.32,,2020-12-02
2059,川湖,"290,104",258,"87,271,163",301.00,302.50,300.00,300.50,+,0.5,300.50,1,301.00,2,23.12,,2020-12-02
2062,橋椿,"187,000",120,"4,500,650",24.20,24.30,23.90,23.90,-,0.3,23.90,4,23.95,39,0.00,,2020-12-02
2069,運錩,"69,155",38,"1,156,507",16.80,17.00,16.60,16.60,-,0.2,16.60,8,16.70,1,0.00,,2020-12-02
2101,南港,"2,219,729","1,087","96,559,715",43.80,44.00,43.25,43.25, ,0.0,43.25,40,43.30,2,43.69,,2020-12-02
2102,泰豐,"5,620,548","1,960","117,481,369",20.55,21.30,20.50,20.90,+,0.5,20.85,30,20.90,37,0.00,,2020-12-02
2103,台橡,"5,410,750","1,680","123,683,085",22.85,23.25,22.30,22.70,-,0.15,22.70,9,22.75,145,0.00,,2020-12-02
2104,國際中橡,"4,355,777","1,905","101,494,761",23.60,23.70,23.05,23.35,-,0.05,23.35,2,23.40,84,0.00,,2020-12-02
2105,正新,"6,288,146","2,832","273,022,092",43.80,43.85,43.00,43.20,-,0.3,43.20,8,43.25,23,43.20,,2020-12-02
2106,建大,"2,010,048",977,"73,412,970",36.80,36.90,36.20,36.45,-,0.55,36.45,20,36.50,2,49.26,,2020-12-02
2107,厚生,"2,154,064",866,"53,701,682",25.10,25.25,24.75,24.95, ,0.0,24.95,55,25.00,42,9.60,,2020-12-02
2108,南帝,"5,723,184","3,340","348,485,187",61.00,61.80,59.40,61.50,+,0.9,61.40,5,61.50,24,15.93,,2020-12-02
2109,華豐,"1,475,898",707,"19,515,950",12.75,13.50,12.75,13.50,+,0.75,13.45,4,13.50,93,17.09,,2020-12-02
2114,鑫永銓,"24,212",25,"2,030,722",83.60,84.00,83.60,84.00,+,0.2,83.90,7,84.00,12,15.67,,2020-12-02
2115,六暉-KY,"114,906",84,"5,217,334",45.70,46.05,45.00,45.35,-,0.35,45.30,1,45.40,1,7.42,,2020-12-02
2201,裕隆,"3,572,988","2,040","137,111,945",38.90,38.90,38.15,38.55,-,0.25,38.50,15,38.55,100,0.00,,2020-12-02
2204,中華,"813,491",596,"39,209,311",48.45,48.50,48.10,48.15,-,0.35,48.15,49,48.20,12,0.00,,2020-12-02
2206,三陽工業,"32,986,314","15,500","1,237,222,962",36.50,38.80,36.00,37.50,+,1.1,37.50,84,37.55,2,18.12,,2020-12-02
2207,和泰車,"578,534",596,"373,900,877",648.00,653.00,638.00,650.00, ,0.0,649.00,6,650.00,1,26.80,,2020-12-02
2208,台船,"2,137,667",917,"53,735,316",25.30,25.40,24.95,25.05,+,0.15,25.05,1,25.10,12,0.00,,2020-12-02
2227,裕日車,"92,640",111,"24,070,745",262.00,262.00,258.50,260.00,-,1.5,259.50,7,261.00,2,12.92,,2020-12-02
