證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16,date
00646,元大S&P500,"1,069,959",423,"30,726,119",28.64,28.79,28.63,28.76,+,0.05,28.75,9,28.76,12,0.00,,2020-11-02
00647L,元大S&P500正2,"560,194",173,"21,634,385",38.26,38.79,38.17,38.76,+,0.46,38.73,1,38.76,41,0.00,,2020-11-02
00648R,元大S&P500反1,"4,008,000",182,"38,810,050",9.74,9.75,9.66,9.66,-,0.08,9.66,"1,252",9.67,23,0.00,,2020-11-02
00650L,FH香港正2,"809,000",211,"17,889,110",22.14,22.23,22.01,22.16,-,0.13,22.16,1,22.18,1,0.00,,2020-11-02
00651R,FH香港反1,"325,000",44,"2,749,280",8.48,8.51,8.45,8.45,+,0.03,8.43,315,8.44,10,0.00,,2020-11-02
00652,富邦印度,"92,890",38,"1,896,954",20.46,20.46,20.35,20.44,-,0.02,20.36,1,20.44,13,0.00,,2020-11-02
00653L,富邦印度正2,"2,608,100",535,"60,164,583",23.16,23.41,22.87,23.09,-,0.15,23.08,25,23.09,365,0.00,,2020-11-02
00654R,富邦印度反1,"232,000",52,"2,879,860",12.41,12.52,12.36,12.47,+,0.06,12.47,1,12.48,3,0.00,,2020-11-02
00655L,國泰中國A50正2,"2,674,100",726,"115,338,440",43.10,43.65,42.73,42.90,-,0.4,42.89,2,42.90,275,0.00,,2020-11-02
00656R,國泰中國A50反1,"341,000",23,"2,824,060",8.27,8.30,8.27,8.28,+,0.04,8.28,145,8.29,2,0.00,,2020-11-02
00657,國泰日經225,"104,000",6,"3,005,690",28.80,29.00,28.80,28.95,+,0.18,28.86,23,28.94,40,0.00,,2020-11-02
00657K,國泰日經225+U,100,1,"1,009",10.09,10.09,10.09,10.09,+,0.04,10.05,13,10.15,12,0.00,,2020-11-02
00660,元大歐洲50,"343,000",66,"7,126,540",20.80,20.92,20.69,20.69,+,0.09,20.69,2,20.74,20,0.00,,2020-11-02
00661,元大日經225,0,0,0,--,--,--,--, ,0.0,29.32,15,29.62,15,0.00,,2020-11-02
00662,富邦NASDAQ,"782,839",303,"31,948,650",40.82,40.98,40.71,40.85,-,0.35,40.85,4,40.86,25,0.00,,2020-11-02
00663L,國泰臺灣加權正2,"25,000",8,"1,419,800",56.60,57.25,56.45,57.25,+,0.5,57.10,328,57.25,187,0.00,,2020-11-02
00664R,國泰臺灣加權反1,"2,694,000",343,"25,651,210",9.50,9.57,9.48,9.48,-,0.04,9.48,"2,346",9.50,800,0.00,,2020-11-02
00665L,富邦恒生國企正2,"458,000",38,"9,662,630",20.77,21.26,20.77,21.10,-,0.01,21.12,50,21.15,13,0.00,,2020-11-02
00666R,富邦恒生國企反1,"84,000",6,"1,073,750",12.86,12.87,12.78,12.82, ,0.0,12.73,10,12.80,54,0.00,,2020-11-02
00668,國泰美國道瓊,"601,216",147,"16,529,495",27.31,27.56,27.31,27.53,+,0.25,27.52,1,27.53,9,0.00,,2020-11-02
00668K,國泰美國道瓊+U,100,1,959,9.59,9.59,9.59,9.59,+,0.03,9.56,4,9.67,17,0.00,,2020-11-02
00669R,國泰美國道瓊反1,"6,957,000",573,"75,305,210",10.88,10.89,10.78,10.81,-,0.11,10.80,17,10.81,"1,648",0.00,,2020-11-02
00670L,富邦NASDAQ正2,"2,207,000",528,"135,182,700",60.70,61.60,60.60,61.50,-,0.5,61.50,7,61.55,125,0.00,,2020-11-02
00671R,富邦NASDAQ反1,"5,829,000",514,"44,339,500",7.63,7.64,7.59,7.59, ,0.0,7.58,"2,674",7.59,591,0.00,,2020-11-02
00672L,元大S&P原油正2,"66,122,102","1,419","37,130,845",0.56,0.57,0.55,0.57,-,0.05,0.56,"2,302",0.57,"1,023",0.00,,2020-11-02
00673R,元大S&P原油反1,"573,000",200,"20,013,980",35.12,35.15,34.70,34.90,+,1.28,34.89,1,34.90,164,0.00,,2020-11-02
00674R,元大S&P黃金反1,"140,000",26,"1,811,560",12.98,12.98,12.90,12.91,-,0.07,12.91,52,12.92,4,0.00,,2020-11-02
00675L,富邦臺灣加權正2,"363,000",159,"8,911,420",24.66,24.73,24.32,24.73,+,0.21,24.67,300,24.73,142,0.00,,2020-11-02
00676R,富邦臺灣加權反1,"4,233,000",321,"21,900,770",5.15,5.20,5.15,5.16,-,0.01,5.15,662,5.16,12,0.00,,2020-11-02
00677U,富邦VIX,"210,543,382","14,122","1,044,298,765",4.99,4.99,4.92,4.92,-,0.17,4.92,"6,334",4.93,681,0.00,,2020-11-02
00678,群益NBI生技,"700,100",72,"17,006,170",24.43,24.44,24.20,24.20,-,0.31,24.30,1,24.66,18,0.00,,2020-11-02
00680L,元大美債20正2,"293,183",45,"8,546,832",29.30,29.30,29.12,29.21,-,0.69,29.20,1,29.21,17,0.00,,2020-11-02
00681R,元大美債20反1,"1,000",1,"12,820",12.82,12.82,12.82,12.82,+,0.11,12.81,125,12.85,99,0.00,,2020-11-02
00682U,元大美元指數,"95,000",29,"1,777,610",18.72,18.72,18.68,18.72,+,0.05,18.71,4,18.73,37,0.00,,2020-11-02
00683L,元大美元指數正2,"685,000",157,"12,346,320",18.03,18.06,17.97,18.01,-,0.02,18.01,18,18.02,13,0.00,,2020-11-02
00684R,元大美元指數反1,0,0,0,--,--,--,--, ,0.0,18.50,71,18.56,2,0.00,,2020-11-02
00685L,群益臺灣加權正2,"55,000",25,"1,183,690",21.67,21.71,21.46,21.68,+,0.13,21.69,82,21.72,50,0.00,,2020-11-02
00686R,群益臺灣加權反1,"245,000",35,"1,382,370",5.63,5.66,5.62,5.63,-,0.02,5.62,148,5.63,200,0.00,,2020-11-02
00688L,國泰20年美債正2,"104,000",4,"3,050,340",29.39,29.39,29.28,29.33,-,0.73,29.32,1,29.34,35,0.00,,2020-11-02
00689R,國泰20年美債反1,"165,000",6,"2,177,330",13.18,13.20,13.18,13.18,+,0.13,13.18,99,13.21,145,0.00,,2020-11-02
00690,兆豐藍籌30,"190,347",36,"4,762,897",25.15,25.15,24.99,25.10,-,0.05,25.10,20,25.14,2,0.00,,2020-11-02
00691R,兆豐藍籌30反1,"14,000",4,"162,380",11.58,11.62,11.58,11.60,-,0.03,11.56,10,11.62,10,0.00,,2020-11-02
00692,富邦公司治理,"2,061,626",780,"54,189,403",26.33,26.43,26.20,26.43,+,0.1,26.43,7,26.44,3,0.00,,2020-11-02
00693U,街口S&P黃豆,"13,831,030","1,324","223,957,133",16.28,16.28,16.14,16.16,-,0.11,16.16,499,16.17,241,0.00,,2020-11-02
00700,富邦恒生國企,"100,048",3,"1,815,849",18.15,18.15,18.15,18.15,-,0.03,18.12,5,18.14,1,0.00,,2020-11-02
00701,國泰股利精選30,"625,404",253,"12,682,365",20.24,20.35,20.22,20.35,+,0.11,20.34,61,20.35,10,0.00,,2020-11-02
00702,國泰標普低波高息,"9,059",4,"138,483",15.26,15.32,15.26,15.32,+,0.09,15.32,1,15.36,30,0.00,,2020-11-02
00703,台新MSCI中國,"42,130",16,"1,026,838",24.65,24.65,24.30,24.39,-,0.17,24.39,20,24.44,20,0.00,,2020-11-02
00706L,元大S&P日圓正2,0,0,0,--,--,--,--, ,0.0,17.83,60,17.86,20,0.00,,2020-11-02
00707R,元大S&P日圓反1,0,0,0,--,--,--,--, ,0.0,18.85,60,18.90,62,0.00,,2020-11-02
00708L,元大S&P黃金正2,"3,362,020",495,"102,374,040",30.24,30.59,30.21,30.48,+,0.3,30.48,24,30.49,400,0.00,,2020-11-02
00709,富邦歐洲,"122,000",16,"2,164,727",17.74,17.78,17.68,17.73,-,0.01,17.73,1,17.74,10,0.00,,2020-11-02
00710B,FH彭博高收益債,"1,045,126",68,"19,058,350",18.20,18.24,18.20,18.23,+,0.03,18.22,2,18.23,22,0.00,,2020-11-02
00711B,FH彭博新興債,"110,000",11,"2,355,170",21.44,21.44,21.40,21.40,-,0.15,21.40,13,21.44,79,0.00,,2020-11-02
00712,FH富時不動產,"1,078,338",411,"11,286,068",10.50,10.50,10.45,10.49,-,0.01,10.48,18,10.49,6,0.00,,2020-11-02
00713,元大台灣高息低波,"50,250",44,"1,717,825",34.35,34.43,33.95,34.00,-,0.33,33.96,1,34.00,8,0.00,,2020-11-02
00714,群益道瓊美國地產,"221,000",13,"3,814,170",17.21,17.26,17.21,17.24,+,0.08,17.25,1,17.29,50,0.00,,2020-11-02
00715L,街口布蘭特油正2,"96,989,500","5,096","243,206,640",2.50,2.54,2.47,2.50,-,0.26,2.49,585,2.50,"1,587",0.00,,2020-11-02
00717,富邦美國特別股,"763,449",144,"12,461,604",16.36,16.39,16.30,16.33,+,0.01,16.32,3,16.34,11,0.00,,2020-11-02
00728,第一金工業30,"229,063",21,"5,013,837",21.90,21.91,21.86,21.86,-,0.19,21.85,4,21.89,3,0.00,,2020-11-02
00730,富邦臺灣優質高息,"600,161",206,"9,851,863",16.46,16.46,16.39,16.44,-,0.02,16.42,4,16.45,6,0.00,,2020-11-02
00731,FH富時高息低波,"1,058,010",19,"48,684,914",46.00,46.10,45.86,46.10,+,0.2,46.15,2,46.20,1,0.00,,2020-11-02
00732,國泰RMB短期報酬,"100,000",2,"3,870,000",38.70,38.70,38.70,38.70,-,0.05,38.64,13,38.76,14,0.00,,2020-11-02
00733,富邦臺灣中小,"228,297",33,"5,385,564",23.68,23.68,23.43,23.50,-,0.26,23.49,10,23.50,2,0.00,,2020-11-02
00735,國泰臺韓科技,"112,000",14,"2,737,060",24.59,24.59,24.41,24.52,-,0.34,24.50,25,24.53,22,0.00,,2020-11-02
00736,國泰新興市場,"107,000",9,"2,145,500",20.03,20.18,20.03,20.08,-,0.21,20.02,20,20.09,40,0.00,,2020-11-02
00737,國泰AI+Robo,"242,549",56,"5,942,068",24.44,24.56,24.40,24.55,-,0.05,24.52,155,24.56,86,0.00,,2020-11-02
00738U,元大道瓊白銀,"2,441,300",885,"61,533,488",24.88,25.46,24.83,25.38,+,0.55,25.36,18,25.38,26,0.00,,2020-11-02
00739,元大MSCI A股,"168,833",50,"4,234,019",25.20,25.21,25.00,25.07,-,0.13,25.05,2,25.07,34,0.00,,2020-11-02
00742,新光內需收益,"101,310",5,"2,095,096",20.68,20.68,20.68,20.68,+,0.12,20.68,1,20.70,1,0.00,,2020-11-02
00743,國泰中國A150,"16,460",10,"426,868",26.60,26.60,25.83,25.85,-,0.25,25.81,30,25.89,96,0.00,,2020-11-02
00752,中信中國50,"1,143,375",614,"34,192,213",30.06,30.07,29.77,29.86,-,0.2,29.85,2,29.86,6,0.00,,2020-11-02
00753L,中信中國50正2,"458,000",155,"16,523,840",36.55,36.55,35.55,36.05,-,0.59,36.02,20,36.05,4,0.00,,2020-11-02
00757,統一FANG+,"939,534",463,"35,826,122",38.19,38.21,37.99,38.18,-,0.69,38.18,8,38.19,1,0.00,,2020-11-02
00762,元大全球AI,"215,189",98,"6,582,883",30.50,30.66,30.48,30.66,-,0.46,30.65,3,30.66,7,0.00,,2020-11-02
00763U,街口道瓊銅,"4,000",3,"80,120",20.00,20.04,20.00,20.04,-,0.21,20.02,1,20.06,205,0.00,,2020-11-02
00766L,台新MSCI中國正2,"154,000",59,"1,644,660",10.50,10.88,10.41,10.82,-,0.1,10.82,20,10.84,25,0.00,,2020-11-02
00770,國泰北美科技,"145,219",35,"4,168,435",28.68,28.78,28.64,28.75,-,0.23,28.77,3,28.81,50,0.00,,2020-11-02
00771,元大US高息特別股,"24,133",12,"454,175",18.82,18.82,18.82,18.82,+,0.05,18.82,3,18.87,15,0.00,,2020-11-02
00774B,新光中國政金綠債,"2,100",3,"79,687",38.00,38.00,38.00,38.00,+,0.05,37.79,10,38.10,10,0.00,,2020-11-02
00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.0,8.83,5,9.02,2,0.00,,2020-11-02
00775B,新光投等債15+,"1,000",1,"43,900",43.90,43.90,43.90,43.90,-,0.65,43.94,1,44.10,1,0.00,,2020-11-02
00783,富邦中証500,"978,000",41,"20,266,370",20.60,20.76,20.60,20.70,-,0.19,20.68,64,20.70,15,0.00,,2020-11-02
008201,BP上證50,200,2,"23,320",116.80,116.80,116.40,116.40,X,0.0,116.65,1,119.50,10,0.00,,2020-11-02
00830,國泰費城半導體,"445,614",159,"9,150,190",20.48,20.58,20.46,20.58,+,0.06,20.57,5,20.58,43,0.00,,2020-11-02
00850,元大臺灣ESG永續,"1,323,794",847,"33,800,413",25.60,25.67,25.44,25.67,+,0.07,25.66,23,25.67,86,0.00,,2020-11-02
00851,台新全球AI,"42,000",31,"1,086,980",25.80,25.96,25.80,25.96,-,0.21,25.93,21,25.96,24,0.00,,2020-11-02
00852L,國泰美國道瓊正2,"8,150,218","1,054","101,794,586",12.35,12.56,12.34,12.55,+,0.28,12.54,15,12.55,549,0.00,,2020-11-02
00861,元大全球未來通訊,"1,071,785",435,"24,314,189",22.71,22.71,22.66,22.71, ,0.0,22.70,8,22.71,118,0.00,,2020-11-02
00865B,國泰US短期公債,"100,000",2,"3,775,000",37.75,37.75,37.75,37.75,+,0.01,37.70,175,37.83,28,0.00,,2020-11-02
00866,新光Shiller CAPE,"26,000",2,"514,020",19.77,19.77,19.77,19.77,+,0.11,19.76,5,19.81,15,0.00,,2020-11-02
00875,國泰網路資安,"1,920,244",733,"46,566,211",24.25,24.30,24.22,24.23,-,0.37,24.23,39,24.25,115,0.00,,2020-11-02
00876,元大未來關鍵科技,"2,311,470",607,"49,409,420",21.35,21.43,21.33,21.39,-,0.01,21.39,19,21.40,131,0.00,,2020-11-02
00878,國泰永續高股息,"3,270,079","1,680","47,136,783",14.42,14.45,14.40,14.42, ,0.0,14.42,435,14.43,153,0.00,,2020-11-02
01001T,土銀富邦R1,"50,000",4,"918,500",18.37,18.37,18.37,18.37,-,0.01,17.66,50,18.37,1,0.00,,2020-11-02
01002T,土銀國泰R1,"85,441",35,"1,564,612",18.15,18.42,18.10,18.32,-,0.03,18.33,1,18.39,11,0.00,,2020-11-02
01003T,兆豐新光R1,"113,000",36,"2,237,240",19.98,19.98,19.68,19.74,-,0.24,19.70,8,19.75,14,0.00,,2020-11-02
01004T,土銀富邦R2,"62,120",19,"1,017,698",16.40,16.40,16.38,16.38,-,0.02,16.38,1,16.39,5,0.00,,2020-11-02
01007T,兆豐國泰R2,"90,023",24,"1,714,331",19.04,19.05,19.04,19.04, ,0.0,18.96,20,19.04,51,0.00,,2020-11-02
01009T,王道圓滿R1,"7,000",5,"67,750",9.72,9.72,9.62,9.67,-,0.03,9.67,19,9.71,11,0.00,,2020-11-02
01010T,京城樂富R1,"47,000",15,"492,710",10.51,10.51,10.47,10.51, ,0.0,10.47,31,10.51,14,0.00,,2020-11-02
020000,富邦特選蘋果N,"8,000",4,"43,990",5.50,5.52,5.49,5.52,+,0.01,5.52,100,5.54,100,0.00,,2020-11-02
020002,元富新中國N,0,0,0,--,--,--,--, ,0.0,18.85,499,18.87,355,0.00,,2020-11-02
020004,兆豐電菁英30N,"7,000",2,"173,570",24.81,24.81,24.79,24.79,X,0.0,24.79,499,24.80,499,0.00,,2020-11-02
020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,23.45,108,23.46,100,0.00,,2020-11-02
020007,凱基臺灣500N,0,0,0,--,--,--,--, ,0.0,24.18,236,24.25,228,0.00,,2020-11-02
020008,元大特股高息N,"35,000",5,"381,510",10.90,10.91,10.90,10.91, ,0.0,10.92,200,10.93,200,0.00,,2020-11-02
020011,統一微波高息20N,"34,000",10,"162,470",4.77,4.80,4.77,4.80,+,0.03,4.79,498,4.80,491,0.00,,2020-11-02
020012,富邦行動通訊N,"71,000",8,"394,850",5.56,5.59,5.50,5.50,-,0.05,5.51,100,5.53,100,0.00,,2020-11-02
020015,統一MSCI美低波N,0,0,0,--,--,--,--, ,0.0,12.27,496,12.29,492,0.00,,2020-11-02
020016,統一MSCI美科技N,"48,000",6,"696,520",14.46,14.53,14.46,14.53,-,0.07,14.52,498,14.54,493,0.00,,2020-11-02
020018,統一價值成長30N,"41,000",2,"439,100",10.71,10.71,10.70,10.70,-,0.02,10.71,496,10.73,500,0.00,,2020-11-02
020019,統一特選台灣5GN,"1,061,000",67,"10,309,410",9.78,9.82,9.65,9.69,-,0.11,9.69,4,9.70,491,0.00,,2020-11-02
02001L,富邦蘋果正二N,"2,000",1,"13,360",6.68,6.68,6.68,6.68,-,0.03,6.73,100,6.75,100,0.00,,2020-11-02
02001R,富邦蘋果反一N,"13,000",1,"53,950",4.15,4.15,4.15,4.15,X,0.0,4.13,213,4.15,100,0.00,,2020-11-02
020020,元大台股領航N,"9,736,000","2,288","48,460,250",5.00,5.03,4.94,4.97,-,0.03,4.96,580,4.97,414,0.00,,2020-11-02
1101,台泥,"4,547,735","2,114","184,453,918",40.45,40.60,40.45,40.60,+,0.05,40.55,148,40.60,254,9.58,,2020-11-02
1101B,台泥乙特,"13,100",9,"699,879",53.40,53.60,53.40,53.60, ,0.0,53.40,9,53.60,27,0.00,,2020-11-02
1102,亞泥,"4,015,463","1,608","167,244,519",41.40,41.80,41.20,41.75,+,0.6,41.70,6,41.75,73,10.21,,2020-11-02
1103,嘉泥,"187,112",91,"2,929,188",15.70,15.70,15.60,15.65,+,0.05,15.65,7,15.70,10,20.06,,2020-11-02
1104,環泥,"562,070",315,"11,132,574",19.95,20.00,19.70,19.80,-,0.15,19.80,63,19.90,1,11.19,,2020-11-02
1108,幸福,"1,075,002",382,"11,971,522",11.15,11.30,11.00,11.30,+,0.15,11.30,2,11.35,50,15.69,,2020-11-02
1109,信大,"403,103",145,"7,578,035",18.90,18.90,18.70,18.80,-,0.05,18.80,4,18.85,44,6.96,,2020-11-02
1110,東泥,"42,798",28,"733,066",17.15,17.20,17.00,17.15,+,0.15,17.05,1,17.15,9,0.00,,2020-11-02
1201,味全,"523,497",286,"10,545,919",20.10,20.30,20.00,20.20,+,0.2,20.20,9,20.25,97,34.83,,2020-11-02
1203,味王,"134,219",105,"4,793,648",35.35,36.40,35.00,36.00,+,0.65,36.00,1,36.40,3,19.67,,2020-11-02
1210,大成,"1,809,428","1,013","81,105,464",45.00,45.30,44.65,44.85,-,0.1,44.80,7,44.85,1,13.84,,2020-11-02
1213,大飲,"15,000",6,"126,450",8.50,8.67,8.36,8.40,X,0.0,8.40,10,8.67,1,0.00,,2020-11-02
1215,卜蜂,"581,561",420,"39,973,142",68.90,68.90,68.60,68.80,+,0.1,68.80,21,68.90,49,12.03,,2020-11-02
1216,統一,"9,264,259","2,328","567,799,421",61.30,61.50,60.80,61.20,-,0.1,61.20,89,61.30,5,18.49,,2020-11-02
1217,愛之味,"907,244",358,"6,690,448",7.40,7.44,7.35,7.37,-,0.03,7.37,11,7.38,5,35.10,,2020-11-02
1218,泰山,"269,312",175,"5,864,773",21.80,21.90,21.70,21.70, ,0.0,21.70,17,21.75,14,15.17,,2020-11-02
1219,福壽,"62,288",46,"1,172,518",18.85,18.95,18.80,18.90, ,0.0,18.80,5,18.95,10,12.12,,2020-11-02
1220,台榮,"31,767",23,"375,814",11.85,11.85,11.80,11.85, ,0.0,11.80,2,11.85,16,13.02,,2020-11-02
1225,福懋油,"148,245",63,"4,704,291",31.45,32.00,31.40,31.85,+,0.35,31.85,2,32.00,3,21.09,,2020-11-02
1227,佳格,"513,890",519,"31,533,038",61.20,61.70,61.00,61.70,+,0.6,61.40,1,61.70,28,15.54,,2020-11-02
1229,聯華,"1,367,693","1,045","54,398,515",39.95,40.05,39.55,39.90,-,0.05,39.85,36,39.90,9,16.15,,2020-11-02
1231,聯華食,"58,085",102,"2,453,578",42.20,42.30,42.10,42.25,+,0.05,42.20,11,42.25,23,13.20,,2020-11-02
1232,大統益,"306,980",341,"38,692,475",124.00,127.00,124.00,126.00,+,2.5,126.00,6,126.50,8,18.34,,2020-11-02
1233,天仁,"12,179",13,"439,047",36.00,36.30,36.00,36.05,-,0.05,36.05,1,36.10,1,39.18,,2020-11-02
1234,黑松,"36,002",31,"1,172,164",32.60,32.60,32.50,32.55,+,0.05,32.55,10,32.60,5,16.28,,2020-11-02
1235,興泰,"8,436",10,"212,177",25.00,25.30,25.00,25.10,+,0.1,25.00,1,25.10,7,26.99,,2020-11-02
1236,宏亞,"6,624",42,"88,402",13.30,13.30,13.20,13.30, ,0.0,13.20,2,13.25,1,70.00,,2020-11-02
1256,鮮活果汁-KY,"46,230",108,"12,936,936",285.00,286.00,277.50,278.50,-,5.5,278.50,1,280.00,1,19.01,,2020-11-02
1301,台塑,"2,932,688","1,318","232,405,552",79.10,79.70,78.90,79.70,+,0.6,79.60,3,79.70,117,28.46,,2020-11-02
1303,南亞,"3,760,396","1,848","222,762,971",58.70,59.70,58.70,59.70,+,1.0,59.50,16,59.70,35,30.93,,2020-11-02
1304,台聚,"10,799,955","3,611","193,281,835",17.65,18.15,17.55,17.95,+,0.3,17.95,44,18.00,179,17.60,,2020-11-02
1305,華夏,"7,204,012","2,947","160,484,895",22.00,22.65,21.90,22.20,+,0.35,22.20,52,22.25,31,17.62,,2020-11-02
1307,三芳,"82,037",53,"1,684,644",20.80,20.80,20.45,20.60,-,0.1,20.55,2,20.60,3,32.19,,2020-11-02
1308,亞聚,"2,193,305",980,"41,843,573",19.00,19.35,18.90,19.30,+,0.3,19.25,15,19.30,148,12.61,,2020-11-02
1309,台達化,"15,765,066","6,421","504,470,575",32.20,32.80,31.60,31.60,-,0.9,31.60,258,31.65,6,18.70,,2020-11-02
1310,台苯,"846,385",454,"13,666,502",16.15,16.30,16.05,16.10, ,0.0,16.10,109,16.15,3,115.00,,2020-11-02
1312,國喬,"50,570,615","17,313","1,158,235,425",23.00,23.80,22.20,22.30,-,0.45,22.30,16,22.35,39,13.85,,2020-11-02
1312A,國喬特,"31,000",12,"931,450",30.10,30.40,30.00,30.40,+,0.15,29.95,1,30.40,4,0.00,,2020-11-02
1313,聯成,"1,839,879",615,"24,147,827",13.05,13.30,13.00,13.10,+,0.1,13.05,1,13.10,27,93.57,,2020-11-02
1314,中石化,"9,440,719","2,506","81,246,053",8.57,8.70,8.51,8.60,+,0.05,8.60,13,8.61,26,22.63,,2020-11-02
1315,達新,"192,365",185,"12,838,753",67.80,67.80,66.00,66.60,-,1.1,66.50,7,66.70,2,2.33,,2020-11-02
1316,上曜,"225,219",97,"2,502,285",11.15,11.20,11.05,11.10,-,0.05,11.10,3,11.20,12,0.00,,2020-11-02
1319,東陽,"255,994",208,"9,712,786",37.90,38.20,37.50,38.05,+,0.35,38.00,1,38.05,2,17.06,,2020-11-02
1321,大洋,"312,019",172,"10,605,645",34.40,34.40,33.75,33.80,-,0.6,33.75,7,33.80,20,13.91,,2020-11-02
1323,永裕,"54,308",45,"1,778,464",32.70,32.95,32.55,32.95,+,0.2,32.55,11,32.95,16,9.55,,2020-11-02
1324,地球,"2,000",2,"19,730",9.85,9.88,9.85,9.88,+,0.03,9.78,3,9.87,4,70.57,,2020-11-02
